id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
912, NP_033386 GeneID:21780 Tfam,0.654, Possessing mitochondrial presequence, 29(MPP),0.103," 10-14,38-42,80-84", 3-12-high, -, -, -, 11-16, -, -, -, -, -, -, -, -, -, -, 
913, NP_598768 GeneID:52637 Cisd1,0, No mitochondrial presequence, 41(MPP),0.073," 31-35,56-60,71-75", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
914, NP_780538 GeneID:103172 Chchd10,0.016, No mitochondrial presequence, 88(MPP),0.045, 57-61, 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
915, NP_766138 GeneID:216119 Ybey,0.376, No mitochondrial presequence, 21(MPP),0.286," 8-12,50-54", 4-13-high, -, -, -, -, -, -, 25-30, 4-9, -, 3-8, -, -, -, -, 
916, NP_613067 GeneID:28295 D10Jhu81e,0.729, Possessing mitochondrial presequence, 30(MPP),0.167," 3-7,9-13", 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
917, NP_766139 GeneID:216151 Polrmt,0.971, Possessing mitochondrial presequence, 41(MPP),0.122, 13-17, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
918, NP_001032830 GeneID:625249 Gpx4,0.025, No mitochondrial presequence, 41(MPP),0.463, 1-5, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
919, NP_032188 GeneID:625249 Gpx4,0.163, No mitochondrial presequence, 90(MPP),0.033, 6-10, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
920, NP_079589 GeneID:66043 Atp5d,0.985, Possessing mitochondrial presequence, 21(MPP),0.19, 12-16, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
920, NP_079589 GeneID:66043 Atp5d,0.985, Possessing mitochondrial presequence, 22(Icp55*),0.19, 12-16, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
921, NP_083548 GeneID:75406 Ndufs7,0.95, Possessing mitochondrial presequence, 26(MPP),0.154, , 17-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
922, NP_079926 GeneID:66594 Uqcr11,0.635, Possessing mitochondrial presequence, 40(MPP),0.075, 2-6, 9-18-low, -, -, -, -, -, -, 13-18, -, -, -, -, 1-6, -, -, 
923, NP_038923 GeneID:30055 Timm13,0, No mitochondrial presequence, 83(MPP),0," 47-51,70-74,80-84", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
924, NP_079593 GeneID:66047 Mrpl54,0.974, Possessing mitochondrial presequence, 34(MPP),0.176," 3-7,9-13", 11-24-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
924, NP_079593 GeneID:66047 Mrpl54,0.974, Possessing mitochondrial presequence, 35(Icp55*),0.176," 3-7,9-13", 11-24-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
925, NP_056577 GeneID:50493 Txnrd1,0, No mitochondrial presequence, 53(MPP),0, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
926, NP_001035979 GeneID:50493 Txnrd1,0, No mitochondrial presequence, 53(MPP),0, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
927, NP_001035978 GeneID:50493 Txnrd1,0, No mitochondrial presequence, 53(MPP),0, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
928, NP_083108 GeneID:74238 Mterfd3,0.276, No mitochondrial presequence, 14(MPP),0.143, 11-15, 16-25-high, -, -, -, -, -, -, -, -, -, -, 14-19, -, -, -, 
929, NP_031797 GeneID:12952 Cry1,0.178, No mitochondrial presequence, 33(MPP),0.061," 5-9,84-88", 4-13-high, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
930, NP_780540 GeneID:103466 Nt5dc3,0.836, Possessing mitochondrial presequence, 39(MPP),0.179, 36-40, 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
931, NP_598429 GeneID:18674 Slc25a3,0.978, Possessing mitochondrial presequence, 41(MPP),0.098, 5-9, 20-29-low, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
931, NP_598429 GeneID:18674 Slc25a3,0.978, Possessing mitochondrial presequence, 42(Icp55*),0.098, 5-9, 20-29-low, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
932, NP_079827 GeneID:66414 Ndufa12,0.41, Possessing mitochondrial presequence, 14(MPP),0.071," 27-31,90-94,93-97", 7-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
933, NP_080341 GeneID:67270 Mrpl42,0.151, No mitochondrial presequence, 13(MPP),0.154," 4-8,15-19", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
934, NP_082221 GeneID:71832 Csl,0.752, Possessing mitochondrial presequence, 25(MPP),0.08, , 3-12-low, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
935, NP_080893 GeneID:68212 Tmbim4,0.005, No mitochondrial presequence, 64(MPP),0, 35-39, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
936, NP_001153031 GeneID:68876 Xrcc6bp1,0, No mitochondrial presequence, 22(MPP),-0.045, 65-69, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
937, NP_079813 GeneID:66399 Tsfm,0.563, Possessing mitochondrial presequence, 21(MPP),0.19," 63-67,90-94", 2-11-high, -," 5-10,17-22", -, -, -, 3-8, -, -, -, -, -, -, -, 2-7, 
938, NP_034139 GeneID:13115 Cyp27b1,0.957, Possessing mitochondrial presequence, 36(MPP),0.083," 4-8,8-12", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, -, -, 
938, NP_034139 GeneID:13115 Cyp27b1,0.957, Possessing mitochondrial presequence, 37(Icp55*),0.083," 4-8,8-12", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, -, -, 
939, NP_001239245 GeneID:108037 Shmt2,0.905, Possessing mitochondrial presequence, 23(MPP),0.174, 77-81, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
940, NP_082506 GeneID:108037 Shmt2,0.841, Possessing mitochondrial presequence, 26(MPP),0.154, 80-84, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
941, NP_058054 GeneID:11947 Atp5b,0.964, Possessing mitochondrial presequence, 19(MPP),0.105," 5-9,32-36", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
941, NP_058054 GeneID:11947 Atp5b,0.964, Possessing mitochondrial presequence, 20(Icp55*),0.105," 5-9,32-36", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
942, NP_079992 GeneID:66701 Spryd4,0.409, Possessing mitochondrial presequence, 29(MPP),0.207," 5-9,8-12", 10-19-high, -, -, -, -," 5-10,8-13", -, -, -, -, -, -, -, -, -, 
943, NP_001272708 GeneID:216456 Gls2,0, No mitochondrial presequence, 56(MPP),-0.018, 30-34, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
943, NP_001272708 GeneID:216456 Gls2,0, No mitochondrial presequence, 57(Icp55*),-0.018, 30-34, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
944, NP_001028436 GeneID:216456 Gls2,0.982, Possessing mitochondrial presequence, 38(MPP),0.211, , 4-13-high, -, 2-7, -, -, -, -, -, -, -, -, -, -, -, -, 
945, NP_001272706 GeneID:216456 Gls2,0.021, No mitochondrial presequence, 62(MPP),0.081, 49-53, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
946, NP_080720 GeneID:12974 Cs,0.995, Possessing mitochondrial presequence, 25(MPP),0.12, 7-11, 3-12-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, 6-11, -, -, 
947, NP_001074509 GeneID:210582 Coq10a,0.989, Possessing mitochondrial presequence, 28(MPP),0.179, 56-60, 1-10-low, -, -, -, -, -, -, 16-21, -, -, 15-20, -, -, -, -, 
948, NP_776094 GeneID:211389 Suox,0.965, Possessing mitochondrial presequence, 19(MPP),0.158, , 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, -, -, -, 4-9, 
949, NP_056555 GeneID:14533 Bloc1s1,0.121, No mitochondrial presequence, 26(MPP),0.154, 2-6, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
950, NP_848466 GeneID:70383 Cox10,0.725, Possessing mitochondrial presequence, 67(MPP),0.119," 36-40,56-60", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
950, NP_848466 GeneID:70383 Cox10,0.725, Possessing mitochondrial presequence, 68(Icp55*),0.119," 36-40,56-60", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
951, NP_083620 GeneID:75572 Acyp2,0.114, No mitochondrial presequence, 42(MPP),0.048, 29-33, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
952, NP_062661 GeneID:30805 Slc22a4,0, No mitochondrial presequence, 83(MPP),0, 17-21, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
953, NP_001164983 GeneID:380698 Obscn,0.035, No mitochondrial presequence, 11(MPP),0, 8-12, 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
953, NP_001164983 GeneID:380698 Obscn,0.035, No mitochondrial presequence, 12(Icp55*),0, 8-12, 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
954, NP_954603 GeneID:380698 Obscn,0.033, No mitochondrial presequence, 11(MPP),0, 8-12, 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
954, NP_954603 GeneID:380698 Obscn,0.033, No mitochondrial presequence, 12(Icp55*),0, 8-12, 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
955, NP_075844 GeneID:56322 Timm22,0, No mitochondrial presequence, 41(MPP),0.024," 62-66,70-74", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
956, NP_062792 GeneID:56322 Timm22,0, No mitochondrial presequence, 41(MPP),0.024," 62-66,70-74", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
957, NP_001156827 GeneID:59040 Rhot1,0, No mitochondrial presequence, 64(MPP),0, , 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
958, NP_001156826 GeneID:59040 Rhot1,0, No mitochondrial presequence, 64(MPP),0, , 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
959, NP_067511 GeneID:59040 Rhot1,0, No mitochondrial presequence, 64(MPP),0, , 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
960, NP_579938 GeneID:107476 Acaca,0, No mitochondrial presequence, 19(MPP),-0.053, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
961, NP_077136 GeneID:64656 Mrps23,0.063, No mitochondrial presequence, 51(MPP),0.118," 34-38,96-100", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
962, NP_598428 GeneID:18604 Pdk2,0.991, Possessing mitochondrial presequence, 61(MPP),0.082," 3-7,16-20", 2-11-high, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, -, 
963, NP_001239152 GeneID:17966 Nbr1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
964, NP_001239151 GeneID:17966 Nbr1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
965, NP_032702 GeneID:17966 Nbr1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
966, NP_001239149 GeneID:17966 Nbr1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
967, NP_079581 GeneID:50529 Mrps7,0.862, Possessing mitochondrial presequence, 34(MPP),0.118, 73-77, 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
968, NP_080719 GeneID:67900 Mtfp1,0, No mitochondrial presequence, 34(MPP),-0.029, 18-22, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
969, NP_932096 GeneID:66152 Uqcr10,0.185, No mitochondrial presequence, 35(MPP),0.086, 32-36, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
970, NP_032724 GeneID:18082 Nipsnap1,0.981, Possessing mitochondrial presequence, 34(MPP),0.176," 2-6,12-16,31-35", 7-16-high, -, -, -, -, -, -, -, -, 10-15, -, -, -, -, -, 
970, NP_032724 GeneID:18082 Nipsnap1,0.981, Possessing mitochondrial presequence, 35(Icp55*),0.176," 2-6,12-16,31-35", 7-16-high, -, -, -, -, -, -, -, -, 10-15, -, -, -, -, -, 
971, NP_080356 GeneID:64660 Mrps24,0.981, Possessing mitochondrial presequence, 27(MPP),0.111," 58-62,92-96", 19-28-high, -, -, -, -, -, 24-29, -, -, -, -, -, -, -, -, 
971, NP_080356 GeneID:64660 Mrps24,0.981, Possessing mitochondrial presequence, 35(Oct1),0.111," 58-62,92-96", 19-28-high, -, -, -, -, -, 24-29, -, -, -, -, -, -, -, -, 
972, NP_001239217 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 39(MPP),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
972, NP_001239217 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 40(Icp55*),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
973, NP_001239211 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 39(MPP),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
973, NP_001239211 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 40(Icp55*),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
974, NP_001239212 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 39(MPP),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
974, NP_001239212 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 40(Icp55*),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
975, NP_001239216 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 39(MPP),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
975, NP_001239216 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 40(Icp55*),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
976, NP_035086 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 39(MPP),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
976, NP_035086 GeneID:18293 Ogdh,0.992, Possessing mitochondrial presequence, 40(Icp55*),0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
977, NP_598772 GeneID:21379 Tbrg4,0.984, Possessing mitochondrial presequence, 19(MPP),0.211," 2-6,16-20", 11-20-high, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
978, NP_001123929 GeneID:21379 Tbrg4,0.984, Possessing mitochondrial presequence, 19(MPP),0.211," 2-6,16-20", 11-20-high, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
979, NP_032644 GeneID:17449 Mdh1,0, No mitochondrial presequence, 7(MPP),0, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
980, NP_082145 GeneID:71701 Pnpt1,0.109, No mitochondrial presequence, 37(MPP),0.162," 3-7,63-67", 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
981, NP_001269048 GeneID:76784 Mtif2,0.055, No mitochondrial presequence, 39(MPP),0.128, , 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
982, NP_001269047 GeneID:76784 Mtif2,0.643, Possessing mitochondrial presequence, 20(MPP),0.15, , 14-23-high, -, -, -, -, -, 17-22, -, -, -, -, -, -, -, 16-21, 
983, NP_598528 GeneID:76784 Mtif2,0.643, Possessing mitochondrial presequence, 20(MPP),0.15, , 14-23-high, -, -, -, -, -, 17-22, -, -, -, -, -, -, -, 16-21, 
984, NP_001269049 GeneID:76784 Mtif2,0, No mitochondrial presequence, 22(MPP),0.273, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
985, NP_080212 GeneID:104458 Rars,0.013, No mitochondrial presequence, 61(MPP),0.033, 87-91, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
986, NP_001074438 GeneID:66628 Thg1l,0.995, Possessing mitochondrial presequence, 23(MPP),0.174," 20-24,48-52,62-66,79-83,83-87", 19-28-high, -, -, -, -, -, 3-8, -, -, 18-23, 2-7, -, -, -, -, 
987, NP_035824 GeneID:22333 Vdac1,0, No mitochondrial presequence, 94(MPP),-0.021, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
988, NP_079628 GeneID:22272 Uqcrq,0.176, No mitochondrial presequence, 13(MPP),0.154," 11-15,46-50", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
989, NP_659072 GeneID:216739 Acsl6,0, No mitochondrial presequence, 49(MPP),-0.02, 31-35, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
989, NP_659072 GeneID:216739 Acsl6,0, No mitochondrial presequence, 57(Oct1),-0.02, 31-35, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
990, NP_001028771 GeneID:216739 Acsl6,0.527, Possessing mitochondrial presequence, 24(MPP),0," 6-10,82-86", 16-25-high, -, -, -, -, 6-11, -, -, 21-26, -, -, -, -, -, 20-25, 
990, NP_001028771 GeneID:216739 Acsl6,0.527, Possessing mitochondrial presequence, 32(Oct1),0," 6-10,82-86", 16-25-high, -, -, -, -, 6-11, -, -, 21-26, -, -, -, -, -, 20-25, 
991, NP_001028769 GeneID:216739 Acsl6,0, No mitochondrial presequence, 49(MPP),-0.02, 31-35, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
991, NP_001028769 GeneID:216739 Acsl6,0, No mitochondrial presequence, 57(Oct1),-0.02, 31-35, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
992, NP_001028770 GeneID:216739 Acsl6,0.536, Possessing mitochondrial presequence, 24(MPP),0," 6-10,82-86", 16-25-high, -, -, -, -, 6-11, -, -, 21-26, -, -, -, -, -, 20-25, 
992, NP_001028770 GeneID:216739 Acsl6,0.536, Possessing mitochondrial presequence, 32(Oct1),0," 6-10,82-86", 16-25-high, -, -, -, -, 6-11, -, -, 21-26, -, -, -, -, -, 20-25, 
993, NP_083603 GeneID:75530 Lyrm7,0.26, No mitochondrial presequence, 68(MPP),0.103, , 10-23-high, -, -, -, -, -, 10-15, -, -, -, -, -, -, -, 9-14, 
994, NP_032274 GeneID:15254 Hint1,0.003, No mitochondrial presequence, 93(MPP),-0.022," 19-23,74-78", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
995, NP_778166 GeneID:216767 Mrpl22,0.556, Possessing mitochondrial presequence, 72(MPP),0.111, 84-88, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
996, NP_001257720 GeneID:216792 Iba57,0.587, Possessing mitochondrial presequence, 23(MPP),0.174," 27-31,96-100", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
997, NP_032219 GeneID:14923 Guk1,0.298, No mitochondrial presequence, 80(MPP),0.05, 42-46, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
998, NP_001152882 GeneID:14923 Guk1,0.004, No mitochondrial presequence, 68(MPP),0.015," 30-34,96-100", 17-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
999, NP_776146 GeneID:216792 Iba57,0.631, Possessing mitochondrial presequence, 23(MPP),0.174," 27-31,96-100", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1000, NP_080311 GeneID:67212 Mrpl55,0.679, Possessing mitochondrial presequence, 24(MPP),0.125, 47-51, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1000, NP_080311 GeneID:67212 Mrpl55,0.679, Possessing mitochondrial presequence, 32(Oct1),0.125, 47-51, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1001, NP_598790 GeneID:103850 Nt5m,0.907, Possessing mitochondrial presequence, 27(MPP),0.259, 27-31, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1002, NP_663402 GeneID:246782 Atpaf2,0.855, Possessing mitochondrial presequence, 58(MPP),0.155," 7-11,10-14", 17-26-low, -, -, -, 11-16, -, -, -, -, -, -, -, -, -, -, 
1003, NP_033436 GeneID:21975 Top3a,0.384, No mitochondrial presequence, 24(MPP),0.167," 21-25,33-37,67-71", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, 20-25, -, -, 
1004, NP_033197 GeneID:20425 Shmt1,0.003, No mitochondrial presequence, 94(MPP),-0.032, 51-55, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1005, NP_775655 GeneID:216821 Tmem11,0.055, No mitochondrial presequence, 72(MPP),-0.056, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1006, NP_663403 GeneID:216820 Dhrs7b,0.015, No mitochondrial presequence, 46(MPP),0.109," 37-41,68-72,71-75", 11-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1007, NP_001161979 GeneID:216821 Tmem11,0, No mitochondrial presequence, 58(MPP),-0.138, 87-91, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1008, NP_001165583 GeneID:216820 Dhrs7b,0.004, No mitochondrial presequence, 37(MPP),0.081," 28-32,59-63,62-66", 2-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1009, NP_031463 GeneID:11671 Aldh3a2,0.829, Possessing mitochondrial presequence, 32(MPP),0.25, 30-34, 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1010, NP_064305 GeneID:56697 Akap10,0.006, No mitochondrial presequence, 29(MPP),0.207, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1011, NP_082636 GeneID:72795 Ttc19,1, Possessing mitochondrial presequence, 68(MPP),0.162," 1-5,13-17", 8-17-high, -, -, -, 14-19, 1-6, -, -, -, -, -, -, -, -, -, 
1012, NP_083980 GeneID:72795 Ttc19,1, Possessing mitochondrial presequence, 68(MPP),0.162," 1-5,13-17", 8-17-high, -, -, -, 14-19, 1-6, -, -, -, -, -, -, -, -, -, 
1013, NP_075968 GeneID:68626 Elac2,0.992, Possessing mitochondrial presequence, 15(MPP),0.2," 72-76,83-87", 3-12-high, -, -, -, -, -, -, 3-8, -, -, 2-7, -, -, -, -, 
1014, NP_001035115 GeneID:52892 Sco1,0.991, Possessing mitochondrial presequence, 47(MPP),0.128," 4-8,17-21", 14-23-high, -, -, -, 18-23, -, -, -, -, -, -, -, -, -, -, 
1014, NP_001035115 GeneID:52892 Sco1,0.991, Possessing mitochondrial presequence, 48(Icp55*),0.128," 4-8,17-21", 14-23-high, -, -, -, 18-23, -, -, -, -, -, -, -, -, -, -, 
1015, NP_082324 GeneID:71998 Slc25a35,0.006, No mitochondrial presequence, 42(MPP),0, 46-50, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1016, NP_059062 GeneID:11370 Acadvl,0.988, Possessing mitochondrial presequence, 40(MPP),0.175, 37-41, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1016, NP_059062 GeneID:11370 Acadvl,0.988, Possessing mitochondrial presequence, 41(Icp55*),0.175, 37-41, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1017, NP_077173 GeneID:67863 Slc25a11,0.004, No mitochondrial presequence, 91(MPP),0.088, , 21-30-high, -, 21-26, -, -, -, -, -, -, -, -, -, -, -, -, 
1018, NP_031599 GeneID:12261 C1qbp,0.998, Possessing mitochondrial presequence, 30(MPP),0.133," 4-8,8-12,28-32", 4-13-high, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, 
1019, NP_080305 GeneID:67201 Glod4,0.745, Possessing mitochondrial presequence, 17(MPP),0.294, 6-10, 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1020, NP_899086 GeneID:67390 Rnmtl1,0.739, Possessing mitochondrial presequence, 29(MPP),0.138," 15-19,26-30,29-33,94-98", 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1021, NP_071708 GeneID:57837 Eral1,0.795, Possessing mitochondrial presequence, 43(MPP),0.116," 11-15,70-74", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1022, NP_001002004 GeneID:72503 2610507B11Rik,0, No mitochondrial presequence, 49(MPP),0.122," 21-25,26-30,30-34", 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1023, NP_080665 GeneID:67811 Poldip2,0.992, Possessing mitochondrial presequence, 50(MPP),0.16, 6-10, 14-23-high, -, -, -, -, -, -, -, -, 4-9, -, -, -, -, -, 
1023, NP_080665 GeneID:67811 Poldip2,0.992, Possessing mitochondrial presequence, 51(Icp55*),0.16, 6-10, 14-23-high, -, -, -, -, -, -, -, -, 4-9, -, -, -, -, -, 
1024, NP_899098 GeneID:68550 Tefm,0.22, No mitochondrial presequence, 47(MPP),0.128," 64-68,90-94", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1025, NP_001028937 GeneID:237880 1700071K01Rik,0.005, No mitochondrial presequence, 36(MPP),0.028, 2-6, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1026, NP_663408 GeneID:217038 Mrm1,0.993, Possessing mitochondrial presequence, 17(MPP),0.235," 1-5,10-14,33-37,47-51,59-63,67-71,86-90", 10-21-high, -, -, -, -, -, -, -, -, 13-18, -, -, 9-14, -, -, 
1026, NP_663408 GeneID:217038 Mrm1,0.993, Possessing mitochondrial presequence, 25(Oct1),0.235," 1-5,10-14,33-37,47-51,59-63,67-71,86-90", 10-21-high, -, -, -, -, -, -, -, -, 13-18, -, -, 9-14, -, -, 
1027, NP_001092280 GeneID:217057 Ptrh2,0.016, No mitochondrial presequence, 35(MPP),0.029," 2-6,88-92", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, 2-7, -, 
1028, NP_778169 GeneID:217057 Ptrh2,0.012, No mitochondrial presequence, 36(MPP),0.028," 3-7,89-93", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, 3-8, -, 
