 Sequence ID, Probability of presequence, Prediction,Cleavage_site, Net charge, Positions for TOM20 recognition motif (deliminated by comma), Position of amphypathic alpha-helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,
 NP_001254527 GeneID:4257 MGST1,0.013, No mitochondrial presequence, 42(MPP),0," 24-28,59-63", 3-12-low, -, -, -, -, -, -, -, -, -, -, -, 23-28, -, -, 
 NP_005155 GeneID:225 ABCD2,0.882, Possessing mitochondrial presequence, 44(MPP),0.159," 1-5,20-24,91-95,96-100", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, 
 NP_001166168 GeneID:10102 TSFM,0.966, Possessing mitochondrial presequence, 40(MPP),0.15," 64-68,91-95", 2-11-high, -, 5-10, -, -, -, 3-8, -, -, -, -, -, -, -, 2-7, 
 NP_001257551 GeneID:9194 SLC16A7,0, No mitochondrial presequence, 87(MPP),0.011, 36-40, 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001257552 GeneID:9194 SLC16A7,0, No mitochondrial presequence, 87(MPP),0.011, 36-40, 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004722 GeneID:9194 SLC16A7,0, No mitochondrial presequence, 87(MPP),0.011, 36-40, 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001180389 GeneID:253827 MSRB3,0.008, No mitochondrial presequence, 20(MPP),0.1," 6-10,17-21,76-80", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001180390 GeneID:253827 MSRB3,0.008, No mitochondrial presequence, 20(MPP),0.1," 6-10,17-21,76-80", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_932346 GeneID:253827 MSRB3,0.017, No mitochondrial presequence, 37(MPP),0.081, 83-87, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001026849 GeneID:253827 MSRB3,0.008, No mitochondrial presequence, 20(MPP),0.1," 6-10,17-21,76-80", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_078836 GeneID:79611 ACSS3,0.436, Possessing mitochondrial presequence," 53(MPP), 54(Icp55*)",0.151," 33-37,77-81", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_064629 GeneID:56994 CHPT1,0.394, Possessing mitochondrial presequence," 16(MPP), 17(Icp55*)",0.125," 10-14,13-17", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001087240 GeneID:7296 TXNRD1,0, No mitochondrial presequence, 29(MPP),0.103, 82-86, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001248375 GeneID:7296 TXNRD1,0.009, No mitochondrial presequence, 47(MPP),0.043, 60-64, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001248374 GeneID:7296 TXNRD1,0, No mitochondrial presequence, 29(MPP),-0.069, 45-49, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_877393 GeneID:7296 TXNRD1,0, No mitochondrial presequence, 53(MPP),-0.019, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_877419 GeneID:7296 TXNRD1,0, No mitochondrial presequence, 53(MPP),-0.019, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_877420 GeneID:7296 TXNRD1,0, No mitochondrial presequence, 53(MPP),-0.019, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_003321 GeneID:7296 TXNRD1,0, No mitochondrial presequence, 31(MPP),-0.065, 47-51, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001026871 GeneID:51559 NT5DC3,0.64, Possessing mitochondrial presequence, 42(MPP),0.143, 53-57, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004066 GeneID:1407 CRY1,0.186, No mitochondrial presequence, 33(MPP),0.061," 5-9,84-88", 4-13-high, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
 NP_644812 GeneID:160760 PPTC7,0.612, Possessing mitochondrial presequence, 68(MPP),0.059," 7-11,11-15", 11-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_002964 GeneID:6311 ATXN2,0.213, No mitochondrial presequence, 67(MPP),0.149, , 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004993 GeneID:4704 NDUFA9,0.996, Possessing mitochondrial presequence, 35(MPP),0.114," 9-13,36-40,65-69", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057581 GeneID:51258 MRPL51,0.915, Possessing mitochondrial presequence," 23(MPP), 24(Icp55*)",0.087," 28-32,88-92", 4-17-low, -, -, -, -, -, -, -, 20-25, -, 19-24, -, -, -, -, 
 NP_001276674 GeneID:2597 GAPDH,0.024, No mitochondrial presequence, 17(MPP),0.235," 14-18,18-22", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, 17-22, -, -, 
 NP_002037 GeneID:2597 GAPDH,0.024, No mitochondrial presequence, 17(MPP),0.235," 14-18,18-22", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, 17-22, -, -, 
 NP_001276675 GeneID:2597 GAPDH,0.024, No mitochondrial presequence, 17(MPP),0.235," 14-18,18-22", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, 17-22, -, -, 
 NP_001243728 GeneID:2597 GAPDH,0.005, No mitochondrial presequence, 77(MPP),0.013, 74-78, 7-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_000356 GeneID:7167 TPI1,0.069, No mitochondrial presequence, 19(MPP),0.263, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001152759 GeneID:7167 TPI1,0, No mitochondrial presequence, 24(MPP),-0.167, , 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001244955 GeneID:7167 TPI1,0.012, No mitochondrial presequence, 19(MPP),0.053," 32-36,76-80", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057071 GeneID:50865 HEBP1,0.01, No mitochondrial presequence, 57(MPP),-0.088," 59-63,62-66", 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_002291 GeneID:3945 LDHB,0, No mitochondrial presequence, 16(MPP),-0.125, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001167568 GeneID:3945 LDHB,0, No mitochondrial presequence, 16(MPP),-0.125, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001001660 GeneID:144363 LYRM5,0.301, No mitochondrial presequence," 82(MPP), 83(Icp55*)",0.146, 11-15, 10-19-high, -, -, -, -, 11-16, -, 14-19, -, -, -, -, -, -, -, 
 NP_001177793 GeneID:60488 MRPS35,0.846, Possessing mitochondrial presequence," 21(MPP), 29(Oct1)",0.143, , 17-26-high, -, 17-22, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_068593 GeneID:60488 MRPS35,0.882, Possessing mitochondrial presequence," 21(MPP), 29(Oct1)",0.143, , 17-26-high, -, 17-22, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_036192 GeneID:10059 DNM1L,0, No mitochondrial presequence, 62(MPP),0.016, 90-94, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_036193 GeneID:10059 DNM1L,0, No mitochondrial presequence, 62(MPP),0.016, 90-94, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_005681 GeneID:10059 DNM1L,0, No mitochondrial presequence, 62(MPP),0.016, 90-94, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001265392 GeneID:10059 DNM1L,0, No mitochondrial presequence, 62(MPP),0.016, 90-94, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001265395 GeneID:10059 DNM1L,0.012, No mitochondrial presequence, 45(MPP),0.2, 86-90, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001265394 GeneID:10059 DNM1L,0, No mitochondrial presequence," 93(MPP), 94(Icp55*)",0.011, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001265393 GeneID:10059 DNM1L,0, No mitochondrial presequence," 93(MPP), 94(Icp55*)",0.011, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001035526 GeneID:51067 YARS2,0.721, Possessing mitochondrial presequence, 30(MPP),0.133, 89-93, 1-10-high, -, -, -, -, -, -, -, 5-10, -, -, -, -, -, -, 
 NP_001244063 GeneID:84987 COX14,0.05, No mitochondrial presequence, 43(MPP),0.093, 34-38, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001244062 GeneID:84987 COX14,0.05, No mitochondrial presequence, 43(MPP),0.093, 34-38, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_116290 GeneID:84987 COX14,0.05, No mitochondrial presequence, 43(MPP),0.093, 34-38, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001230618 GeneID:25875 LETMD1,0.82, Possessing mitochondrial presequence, 28(MPP),0.143," 3-7,71-75,79-83", 20-29-high, -, -, -, -, -, -, 8-13, -, -, 7-12, -, 2-7, -, -, 
 NP_056231 GeneID:25875 LETMD1,0.82, Possessing mitochondrial presequence, 28(MPP),0.143," 3-7,71-75,79-83", 20-29-high, -, -, -, -, -, -, 8-13, -, -, 7-12, -, 2-7, -, -, 
 NP_000415 GeneID:3852 KRT5,0.18, No mitochondrial presequence," 16(MPP), 24(Oct1)",0.188, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_067653 GeneID:60314 C12orf10,0.484, Possessing mitochondrial presequence, 23(MPP),0.087, 64-68, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_005167 GeneID:517 ATP5G2,0, No mitochondrial presequence, 35(MPP),0," 15-19,61-65", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001002031 GeneID:517 ATP5G2,0.031, No mitochondrial presequence," 40(MPP), 41(Icp55*)",0.075," 20-24,87-91", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, 19-24, 20-25, -, 
 NP_001478 GeneID:2647 BLOC1S1,0, No mitochondrial presequence, 54(MPP),0.13, 30-34, 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_000447 GeneID:6821 SUOX,0.91, Possessing mitochondrial presequence, 18(MPP),0.167, 4-8, 16-25-low, -, -, -, -, -, -, -, -, 2-7, -, 1-6, -, -, -, 
 NP_001027558 GeneID:6821 SUOX,0.91, Possessing mitochondrial presequence, 18(MPP),0.167, 4-8, 16-25-low, -, -, -, -, -, -, -, -, 2-7, -, 1-6, -, -, -, 
 NP_001027559 GeneID:6821 SUOX,0.91, Possessing mitochondrial presequence, 18(MPP),0.167, 4-8, 16-25-low, -, -, -, -, -, -, -, -, 2-7, -, 1-6, -, -, -, 
 NP_004068 GeneID:1431 CS,0.996, Possessing mitochondrial presequence, 25(MPP),0.12, 7-11, 3-12-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
 NP_653177 GeneID:93058 COQ10A,0.774, Possessing mitochondrial presequence," 46(MPP), 47(Icp55*)",0.13," 17-21,54-58", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001092807 GeneID:93058 COQ10A,0.557, Possessing mitochondrial presequence, 40(MPP),0.05, 22-26, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001267726 GeneID:27165 GLS2,0, No mitochondrial presequence," 56(MPP), 57(Icp55*)",-0.018, 30-34, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_997227 GeneID:283377 SPRYD4,0.908, Possessing mitochondrial presequence, 29(MPP),0.172, , 10-19-high, -, 7-12, -, -, -, 5-10, -, -, -, 4-9, -, -, -, -, 
 NP_037399 GeneID:27165 GLS2,0.996, Possessing mitochondrial presequence, 38(MPP),0.184, 7-11, 4-13-high, -, 2-7, -, -, -, -, -, -, -, -, -, 6-11, 7-12, -, 
 NP_001267725 GeneID:27165 GLS2,0.015, No mitochondrial presequence, 35(MPP),0.114, , 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001267727 GeneID:27165 GLS2,0, No mitochondrial presequence," 56(MPP), 57(Icp55*)",-0.018, 30-34, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001677 GeneID:506 ATP5B,0.996, Possessing mitochondrial presequence," 19(MPP), 20(Icp55*)",0.158," 5-9,32-36", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_005403 GeneID:6472 SHMT2,0.996, Possessing mitochondrial presequence, 26(MPP),0.154," 19-23,80-84", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001159831 GeneID:6472 SHMT2,0.025, No mitochondrial presequence, 49(MPP),-0.041, 59-63, 9-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001159830 GeneID:6472 SHMT2,0.025, No mitochondrial presequence, 49(MPP),-0.041, 59-63, 9-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001159828 GeneID:6472 SHMT2,0.996, Possessing mitochondrial presequence, 26(MPP),0.154," 19-23,80-84", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001159829 GeneID:6472 SHMT2,0.025, No mitochondrial presequence, 49(MPP),-0.041, 59-63, 9-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001166166 GeneID:10102 TSFM,0.97, Possessing mitochondrial presequence, 40(MPP),0.15," 64-68,91-95", 2-11-high, -, 5-10, -, -, -, 3-8, -, -, -, -, -, -, -, 2-7, 
 NP_000776 GeneID:1594 CYP27B1,0.996, Possessing mitochondrial presequence," 36(MPP), 37(Icp55*)",0.139, 8-12, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, -, -, 
 NP_001166167 GeneID:10102 TSFM,0.967, Possessing mitochondrial presequence, 40(MPP),0.15," 64-68,91-95", 2-11-high, -, 5-10, -, -, -, 3-8, -, -, -, -, -, -, -, 2-7, 
 NP_005717 GeneID:10102 TSFM,0.968, Possessing mitochondrial presequence, 40(MPP),0.15," 64-68,91-95", 2-11-high, -, 5-10, -, -, -, 3-8, -, -, -, -, -, -, -, 2-7, 
 NP_150592 GeneID:91419 XRCC6BP1,0, No mitochondrial presequence, 56(MPP),0.036, 65-69, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269539 GeneID:51643 TMBIM4,0, No mitochondrial presequence, 33(MPP),-0.03, , 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269538 GeneID:51643 TMBIM4,0.003, No mitochondrial presequence, 64(MPP),0, 35-39, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057140 GeneID:51643 TMBIM4,0.003, No mitochondrial presequence, 64(MPP),0, 35-39, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269535 GeneID:51643 TMBIM4,0.004, No mitochondrial presequence, 60(MPP),0.017," 57-61,82-86", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_054769 GeneID:28977 MRPL42,0.056, No mitochondrial presequence, 14(MPP),0.214," 5-9,16-20", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_751917 GeneID:28977 MRPL42,0.056, No mitochondrial presequence, 14(MPP),0.214," 5-9,16-20", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_061326 GeneID:55967 NDUFA12,0.596, Possessing mitochondrial presequence, 22(MPP),0.091," 23-27,86-90", 3-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001245267 GeneID:55967 NDUFA12,0.427, Possessing mitochondrial presequence, 22(MPP),0.091, 23-27, 3-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_998776 GeneID:5250 SLC25A3,0.871, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.067, 5-9, 20-29-low, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
 NP_002626 GeneID:5250 SLC25A3,0.871, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.067, 5-9, 20-29-low, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
 NP_005879 GeneID:5250 SLC25A3,0.86, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.067, 5-9, 20-29-low, -, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, 
 NP_001029345 GeneID:160428 ALDH1L2,0.998, Possessing mitochondrial presequence," 11(MPP), 12(Icp55*)",0.364, , 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079474 GeneID:80298 MTERFD3,0.98, Possessing mitochondrial presequence, 19(MPP),0.263," 2-6,49-53", 2-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001028222 GeneID:80298 MTERFD3,0.98, Possessing mitochondrial presequence, 19(MPP),0.263," 2-6,49-53", 2-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_055116 GeneID:23479 ISCU,0, No mitochondrial presequence, 23(MPP),-0.13, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_998760 GeneID:23479 ISCU,0.997, Possessing mitochondrial presequence, 34(MPP),0.176, 9-13, 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_003353 GeneID:7374 UNG,0.434, Possessing mitochondrial presequence, 14(MPP),0.143," 26-30,73-77", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, -, 
 NP_550433 GeneID:7374 UNG,0.103, No mitochondrial presequence, 20(MPP),0.2, 82-86, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001084 GeneID:32 ACACB,0.012, No mitochondrial presequence, 89(MPP),0.045, 19-23, 19-28-high, -, -, -, 20-25, -, -, -, -, -, -, -, -, -, -, 
 NP_443077 GeneID:326625 MMAB,0.928, Possessing mitochondrial presequence, 32(MPP),0.156," 24-28,55-59", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_115676 GeneID:84260 TCHP,0.081, No mitochondrial presequence, 16(MPP),0.062, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001137324 GeneID:84260 TCHP,0.081, No mitochondrial presequence, 16(MPP),0.062, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079523 GeneID:80724 ACAD10,0.743, Possessing mitochondrial presequence, 28(MPP),0.214," 75-79,88-92", 11-20-low, -, -, -, -, -, -," 2-7,15-20", -, -," 1-6,14-19", -, -, -, -, 
 NP_001130010 GeneID:80724 ACAD10,0.744, Possessing mitochondrial presequence, 28(MPP),0.214," 75-79,88-92", 11-20-low, -, -, -, -, -, -," 2-7,15-20", -, -," 1-6,14-19", -, -, -, -, 
 NP_000681 GeneID:217 ALDH2,1, Possessing mitochondrial presequence," 16(MPP), 17(Icp55*)",0.312," 1-5,76-80,79-83,82-86", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001191818 GeneID:217 ALDH2,1, Possessing mitochondrial presequence," 16(MPP), 17(Icp55*)",0.312," 1-5,95-99", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_612441 GeneID:113675 SDSL,0, No mitochondrial presequence, 66(MPP),0.015," 52-56,64-68", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_006852 GeneID:11021 RAB35,0.008, No mitochondrial presequence," 72(MPP), 80(Oct1)",0.014," 5-9,8-12,25-29", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001161078 GeneID:11021 RAB35,0.006, No mitochondrial presequence," 72(MPP), 80(Oct1)",0.014," 5-9,8-12,25-29", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_036372 GeneID:23409 SIRT4,0.047, No mitochondrial presequence, 50(MPP),0.1, 47-51, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004364 GeneID:1337 COX6A1,0.924, Possessing mitochondrial presequence, 23(MPP),0.174, 9-13, 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057483 GeneID:51499 TRIAP1,0.032, No mitochondrial presequence," 22(MPP), 23(Icp55*)",-0.045," 19-23,24-28,48-52", 14-23-high, -, -, -, -, -, -, -, -, -, -, -, 18-23, -, -, 
 NP_115690 GeneID:84274 COQ5,0.605, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.095," 17-21,90-94", 9-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_789788 GeneID:283459 GATC,0.545, Possessing mitochondrial presequence, 43(MPP),0.07," 2-6,40-44,57-61", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
 NP_000008 GeneID:35 ACADS,0.996, Possessing mitochondrial presequence, 24(MPP),0.208," 13-17,18-22", 21-30-high, -, -, -, -, -, 21-26, -, -, -, -, -, -, -, -, 
 NP_001265231 GeneID:56616 DIABLO,0.04, No mitochondrial presequence," 19(MPP), 20(Icp55*)",0.053, , 16-27-high, -, -, -, -, -, -, -, 16-21, -, -, -, -, -, 15-20, 
 NP_001265232 GeneID:56616 DIABLO,0.019, No mitochondrial presequence," 43(MPP), 44(Icp55*)",0.023," 1-5,30-34", 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_063940 GeneID:56616 DIABLO,0.598, Possessing mitochondrial presequence," 34(MPP), 35(Icp55*)",0.206, 74-78, 8-17-high, -, -, -, -, -, -, 3-8, -, -, 2-7, -, -, -, -, 
 NP_620308 GeneID:56616 DIABLO,0.084, No mitochondrial presequence, 24(MPP),0.042," 21-25,50-54", 20-30-low, -, -, -, -, -, -, -, -, 19-24, -, -, -, -, -, 
 NP_001265271 GeneID:56616 DIABLO,0.716, Possessing mitochondrial presequence," 34(MPP), 35(Icp55*)",0.206, , 8-17-high, -, -, -, -, -, -, 3-8, -, -, 2-7, -, -, -, -, 
 NP_001265233 GeneID:56616 DIABLO,0.084, No mitochondrial presequence, 24(MPP),0.042," 21-25,50-54", 20-30-low, -, -, -, -, -, -, -, -, 19-24, -, -, -, -, -, 
 NP_982269 GeneID:23457 ABCB9,0.003, No mitochondrial presequence, 79(MPP),0.025, 3-7, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229943 GeneID:23457 ABCB9,0.003, No mitochondrial presequence, 79(MPP),0.025, 3-7, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229942 GeneID:23457 ABCB9,0.003, No mitochondrial presequence, 79(MPP),0.025, 3-7, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062571 GeneID:23457 ABCB9,0.003, No mitochondrial presequence, 79(MPP),0.025, 3-7, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062570 GeneID:23457 ABCB9,0.003, No mitochondrial presequence, 79(MPP),0.025, 3-7, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079491 GeneID:80324 PUS1,0.928, Possessing mitochondrial presequence, 23(MPP),0.174, , 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001002020 GeneID:80324 PUS1,0, No mitochondrial presequence, 20(MPP),0, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001002019 GeneID:80324 PUS1,0, No mitochondrial presequence, 20(MPP),0, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001164014 GeneID:192111 PGAM5,0.124, No mitochondrial presequence, 77(MPP),0.052, , 3-14-low, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
 NP_612642 GeneID:192111 PGAM5,0.123, No mitochondrial presequence, 77(MPP),0.052, , 3-14-low, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
 NP_001164015 GeneID:192111 PGAM5,0.12, No mitochondrial presequence, 77(MPP),0.052, , 3-14-low, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
 NP_061133 GeneID:5827 PXMP2,0.96, Possessing mitochondrial presequence," 21(MPP), 22(Icp55*)",0.143," 28-32,35-39,86-90,94-98", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_689939 GeneID:221154 MICU2,0.966, Possessing mitochondrial presequence," 21(MPP), 22(Icp55*)",0.19, 8-12, 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_005923 GeneID:4285 MIPEP,0.996, Possessing mitochondrial presequence, 36(MPP),0.194, 92-96, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004285 GeneID:9617 MTRF1,0.996, Possessing mitochondrial presequence, 32(MPP),0.094," 49-53,75-79", 15-24-low, -, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, 
 NP_055873 GeneID:23078 VWA8,0.967, Possessing mitochondrial presequence, 28(MPP),0.179, , 20-29-high, -, -, -, -, -, -, 25-30, -, -, 24-29, -, -, -, -, 
 NP_001009814 GeneID:23078 VWA8,0.969, Possessing mitochondrial presequence, 28(MPP),0.179, , 20-29-high, -, -, -, -, -, -, 25-30, -, -, 24-29, -, -, -, -, 
 NP_037370 GeneID:29103 DNAJC15,0.004, No mitochondrial presequence, 27(MPP),0.074," 53-57,57-61", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_996531 GeneID:171425 CLYBL,0.998, Possessing mitochondrial presequence, 21(MPP),0.238," 2-6,6-10", 4-13-high, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_001171475 GeneID:5095 PCCA,0.996, Possessing mitochondrial presequence, 33(MPP),0.121," 34-38,63-67,75-79", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_000273 GeneID:5095 PCCA,0.996, Possessing mitochondrial presequence, 33(MPP),0.121," 34-38,63-67,75-79", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001121164 GeneID:5095 PCCA,0.985, Possessing mitochondrial presequence, 33(MPP),0.121," 37-41,49-53", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_060680 GeneID:55739 CARKD,0.011, No mitochondrial presequence, 43(MPP),0.047, 35-39, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229812 GeneID:55739 CARKD,0, No mitochondrial presequence, 35(MPP),-0.057," 28-32,88-92", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229811 GeneID:55739 CARKD,0.985, Possessing mitochondrial presequence, 25(MPP),0.24," 9-13,13-17,17-21,85-89", 13-22-high, -, -, -, -, 9-14, -, -, -, -, -, -, -, -, -, 
